No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
18260,2012,1,31,19,13,-27,-5,1028,NE,61.24,0,0
18261,2012,1,31,20,13,-28,-7,1029,NE,65.26,0,0
18262,2012,1,31,21,18,-28,-7,1030,NE,70.18,0,0
18263,2012,1,31,22,8,-28,-8,1031,NE,74.2,0,0
18265,2012,2,1,0,15,-27,-10,1033,NE,85.82,0,0
18268,2012,2,1,3,9,-27,-11,1034,NE,9.84,0,0
18269,2012,2,1,4,11,-27,-11,1034,NE,14.76,0,0
18270,2012,2,1,5,12,-27,-13,1034,NE,18.78,0,0
18271,2012,2,1,6,11,-27,-13,1034,NE,20.57,0,0
18272,2012,2,1,7,13,-28,-12,1036,NE,23.7,0,0
18273,2012,2,1,8,13,-27,-11,1036,NW,4.02,0,0
18275,2012,2,1,10,14,-27,-7,1037,NW,20.12,0,0
18276,2012,2,1,11,14,-26,-6,1037,NW,23.25,0,0
18277,2012,2,1,12,14,-26,-6,1036,NE,4.02,0,0
18281,2012,2,1,16,16,-24,-5,1035,NE,16.09,0,0
18282,2012,2,1,17,17,-24,-6,1035,NE,17.88,0,0
18283,2012,2,1,18,23,-24,-8,1036,SE,0.89,0,0
18284,2012,2,1,19,25,-23,-9,1037,NE,0.89,0,0
18285,2012,2,1,20,39,-24,-8,1038,NE,2.68,0,0
18287,2012,2,1,22,42,-24,-9,1039,NE,10.72,0,0
18288,2012,2,1,23,24,-24,-9,1040,NE,15.64,0,0
18289,2012,2,2,0,24,-25,-11,1041,NW,4.02,0,0
18290,2012,2,2,1,30,-24,-9,1041,NW,11.17,0,0
18291,2012,2,2,2,13,-24,-9,1041,NW,16.09,0,0
18292,2012,2,2,3,10,-24,-10,1041,NW,21.01,0,0
18293,2012,2,2,4,8,-24,-10,1041,NW,26.82,0,0
18294,2012,2,2,5,7,-25,-10,1041,NW,30.84,0,0
18295,2012,2,2,6,6,-25,-10,1041,NW,37.99,0,0
18296,2012,2,2,7,9,-25,-11,1041,NW,43.8,0,0
18297,2012,2,2,8,11,-25,-10,1041,NW,47.82,0,0
18298,2012,2,2,9,16,-25,-8,1041,NW,52.74,0,0
18299,2012,2,2,10,13,-25,-7,1040,NW,57.66,0,0
18300,2012,2,2,11,16,-26,-4,1039,NW,62.58,0,0
18303,2012,2,2,14,14,-24,-2,1034,NE,3.13,0,0
18305,2012,2,2,16,18,-25,-3,1033,NE,1.79,0,0
18308,2012,2,2,19,57,-24,-5,1032,cv,2.67,0,0
18312,2012,2,2,23,92,-23,-12,1031,cv,6.23,0,0
18313,2012,2,3,0,64,-23,-12,1030,NW,0.89,0,0
18318,2012,2,3,5,68,-24,-13,1027,NW,13.86,0,0
18319,2012,2,3,6,63,-24,-14,1026,NW,16.99,0,0
18320,2012,2,3,7,63,-24,-16,1026,NW,20.12,0,0
18321,2012,2,3,8,60,-23,-12,1026,NW,24.14,0,0
18323,2012,2,3,10,49,-22,-5,1025,NW,30.4,0,0
18325,2012,2,3,12,60,-24,1,1023,cv,1.79,0,0
18326,2012,2,3,13,52,-23,3,1022,NW,4.02,0,0
18327,2012,2,3,14,50,-23,4,1021,NW,13.85,0,0
18329,2012,2,3,16,66,-26,4,1021,NW,33.97,0,0
18332,2012,2,3,19,100,-21,-3,1023,SE,0.89,0,0
18334,2012,2,3,21,147,-21,-6,1025,cv,1.78,0,0
18335,2012,2,3,22,114,-22,-4,1026,NW,1.79,0,0
18336,2012,2,3,23,50,-24,-4,1026,NW,4.92,0,0
18339,2012,2,4,2,9,-25,-6,1027,NW,21.46,0,0
18340,2012,2,4,3,9,-25,-7,1028,NE,3.13,0,0
18341,2012,2,4,4,8,-23,-8,1028,NE,6.26,0,0
18342,2012,2,4,5,9,-23,-10,1028,NW,3.13,0,0
18343,2012,2,4,6,9,-23,-8,1028,NE,5.81,0,0
18344,2012,2,4,7,9,-23,-7,1028,NE,11.62,0,0
18345,2012,2,4,8,17,-23,-7,1029,NE,16.54,0,0
18347,2012,2,4,10,19,-22,-4,1029,NE,24.58,0,0
18348,2012,2,4,11,19,-22,0,1028,NE,26.37,0,0
18349,2012,2,4,12,20,-24,1,1027,cv,1.79,0,0
18352,2012,2,4,15,40,-24,2,1024,SE,1.79,0,0
18353,2012,2,4,16,69,-24,1,1024,SE,6.71,0,0
18354,2012,2,4,17,70,-21,0,1023,SE,10.73,0,0
18356,2012,2,4,19,60,-21,-2,1024,SE,15.65,0,0
18358,2012,2,4,21,72,-19,-5,1023,cv,1.78,0,0
18359,2012,2,4,22,82,-19,-5,1023,SE,0.89,0,0
18360,2012,2,4,23,100,-19,-5,1023,SE,2.68,0,0
18361,2012,2,5,0,118,-19,-5,1023,SE,4.47,0,0
18363,2012,2,5,2,140,-15,-5,1022,SE,1.79,0,0
18365,2012,2,5,4,119,-13,-4,1020,cv,0.45,0,0
18366,2012,2,5,5,100,-14,-4,1019,SE,0.89,0,0
18367,2012,2,5,6,92,-14,-5,1019,cv,0.89,0,0
18368,2012,2,5,7,90,-14,-5,1019,NW,1.79,0,0
18369,2012,2,5,8,109,-15,-4,1020,NE,1.79,0,0
18371,2012,2,5,10,81,-13,0,1020,NW,3.58,0,0
18372,2012,2,5,11,82,-12,1,1020,cv,0.89,0,0
18373,2012,2,5,12,100,-12,1,1019,cv,1.78,0,0
18375,2012,2,5,14,116,-14,3,1017,cv,1.79,0,0
18378,2012,2,5,17,127,-14,3,1017,SE,8.94,0,0
18379,2012,2,5,18,132,-14,1,1017,SE,12.96,0,0
18380,2012,2,5,19,128,-12,-2,1018,SE,13.85,0,0
18381,2012,2,5,20,132,-12,-4,1018,SE,14.74,0,0
18383,2012,2,5,22,265,-12,-5,1018,NE,0.89,0,0
18384,2012,2,5,23,252,-11,-4,1019,cv,0.89,0,0
18385,2012,2,6,0,254,-11,-4,1019,NE,0.89,0,0
18386,2012,2,6,1,262,-10,-4,1019,NE,2.68,0,0
18388,2012,2,6,3,278,-12,-6,1020,NW,2.68,0,0
18389,2012,2,6,4,263,-13,-6,1020,NW,5.81,0,0
18391,2012,2,6,6,18,-20,-3,1023,NW,23.69,0,0
18392,2012,2,6,7,20,-20,-3,1024,NW,32.63,0,0
18393,2012,2,6,8,19,-20,-4,1026,NW,43.81,0,0
18394,2012,2,6,9,12,-21,-3,1027,NW,59.01,0,0
18395,2012,2,6,10,11,-21,-2,1027,NW,71.97,0,0
18396,2012,2,6,11,10,-22,-2,1027,NW,87.17,0,0
18398,2012,2,6,13,19,-25,-1,1027,NW,111.31,0,0
18401,2012,2,6,16,13,-28,-4,1029,NW,153.32,0,0
18402,2012,2,6,17,12,-28,-6,1030,NW,165.39,0,0
18403,2012,2,6,18,10,-28,-7,1031,NW,174.33,0,0
18404,2012,2,6,19,27,-27,-7,1032,NW,188.19,0,0
18405,2012,2,6,20,32,-27,-8,1033,NW,200.26,0,0
18406,2012,2,6,21,42,-26,-8,1033,NW,213.22,0,0
18407,2012,2,6,22,66,-26,-9,1033,NW,224.4,0,0
18410,2012,2,7,1,17,-27,-9,1034,NW,252.11,0,0
18412,2012,2,7,3,7,-28,-10,1034,NW,278.04,0,0
18415,2012,2,7,6,9,-27,-11,1034,NW,300.83,0,0
18416,2012,2,7,7,7,-27,-13,1034,NW,304.85,0,0
18417,2012,2,7,8,9,-27,-10,1034,cv,0.89,0,0
18419,2012,2,7,10,22,-25,-7,1033,NW,14.3,0,0
18422,2012,2,7,13,18,-24,-3,1030,NW,39.33,0,0
18423,2012,2,7,14,14,-24,-3,1029,NW,46.48,0,0
18425,2012,2,7,16,12,-24,-1,1028,NW,60.34,0,0
18427,2012,2,7,18,12,-25,-4,1028,NW,71.07,0,0
18428,2012,2,7,19,12,-25,-6,1029,NW,75.99,0,0
18429,2012,2,7,20,12,-23,-6,1029,NW,83.14,0,0
18431,2012,2,7,22,9,-24,-8,1030,NW,92.98,0,0
18432,2012,2,7,23,9,-24,-8,1030,NW,98.79,0,0
18434,2012,2,8,1,9,-24,-7,1030,NW,113.09,0,0
18435,2012,2,8,2,10,-25,-8,1030,NW,118.9,0,0
18438,2012,2,8,5,10,-25,-9,1029,NW,131.42,0,0
18440,2012,2,8,7,9,-25,-11,1028,NW,136.34,0,0
18441,2012,2,8,8,12,-23,-7,1028,NE,1.79,0,0
18443,2012,2,8,10,11,-22,-3,1027,NW,7.15,0,0
18444,2012,2,8,11,27,-22,-2,1026,NW,16.09,0,0
18446,2012,2,8,13,16,-24,0,1024,NW,35.75,0,0
18447,2012,2,8,14,11,-23,2,1023,NW,43.8,0,0
18448,2012,2,8,15,11,-23,2,1023,NW,49.61,0,0
18449,2012,2,8,16,17,-24,2,1023,NW,56.76,0,0
18450,2012,2,8,17,17,-23,2,1023,NW,63.91,0,0
18451,2012,2,8,18,12,-21,-3,1024,NE,1.79,0,0
18452,2012,2,8,19,20,-21,-3,1025,NW,3.13,0,0
18453,2012,2,8,20,21,-21,-5,1026,NE,1.79,0,0
18454,2012,2,8,21,26,-21,-5,1026,NW,3.13,0,0
18457,2012,2,9,0,18,-20,-7,1027,NW,4.92,0,0
18464,2012,2,9,7,38,-20,-11,1027,cv,0.89,0,0
18465,2012,2,9,8,77,-17,-8,1027,NW,3.13,0,0
18466,2012,2,9,9,84,-18,-5,1027,NW,6.26,0,0
18467,2012,2,9,10,84,-17,-3,1028,SE,1.79,0,0
18468,2012,2,9,11,63,-18,-1,1027,cv,1.79,0,0
18470,2012,2,9,13,40,-21,1,1025,cv,5.37,0,0
18471,2012,2,9,14,36,-21,3,1024,SE,4.02,0,0
18472,2012,2,9,15,37,-21,2,1024,SE,8.94,0,0
18474,2012,2,9,17,51,-21,2,1023,SE,19.67,0,0
18478,2012,2,9,21,56,-18,-2,1027,NW,6.26,0,0
18479,2012,2,9,22,57,-19,-5,1027,NW,9.39,0,0
18480,2012,2,9,23,21,-22,-1,1028,NW,17.44,0,0
18482,2012,2,10,1,4,-22,-3,1029,NW,36.67,0,0
18484,2012,2,10,3,8,-20,-3,1030,NW,52.76,0,0
18485,2012,2,10,4,7,-21,-4,1030,NW,55.89,0,0
18486,2012,2,10,5,9,-21,-6,1030,NW,57.68,0,0
18490,2012,2,10,9,29,-20,-2,1033,SE,1.79,0,0
18493,2012,2,10,12,23,-21,2,1030,cv,2.68,0,0
18494,2012,2,10,13,23,-22,3,1029,cv,3.57,0,0
18496,2012,2,10,15,19,-22,3,1027,SE,8.05,0,0
18497,2012,2,10,16,27,-22,3,1027,SE,13.86,0,0
18498,2012,2,10,17,36,-22,2,1027,SE,18.78,0,0
18500,2012,2,10,19,34,-21,0,1027,SE,27.72,0,0
18503,2012,2,10,22,63,-19,-1,1027,SE,41.58,0,0
18505,2012,2,11,0,74,-19,-3,1026,SE,45.16,0,0
18506,2012,2,11,1,95,-19,-4,1026,SE,46.95,0,0
18508,2012,2,11,3,114,-19,-7,1026,SE,50.53,0,0
18511,2012,2,11,6,112,-17,-10,1027,cv,0.89,0,0
18513,2012,2,11,8,126,-16,-10,1028,NW,3.58,0,0
18514,2012,2,11,9,129,-16,-3,1029,NW,6.71,0,0
18515,2012,2,11,10,121,-17,-1,1029,NW,9.84,0,0
18516,2012,2,11,11,111,-21,2,1029,NE,4.02,0,0
18517,2012,2,11,12,73,-22,3,1028,NE,7.15,0,0
18519,2012,2,11,14,40,-22,5,1026,NE,4.02,0,0
18523,2012,2,11,18,29,-23,2,1027,SE,0.89,0,0
18525,2012,2,11,20,74,-18,-3,1028,SE,3.57,0,0
18530,2012,2,12,1,107,-9,-5,1030,SE,19.65,0,0
18532,2012,2,12,3,86,-10,-6,1030,cv,0.89,0,0
18535,2012,2,12,6,75,-12,-10,1029,NE,1.79,0,0
18536,2012,2,12,7,70,-12,-10,1030,NW,1.79,0,0
18537,2012,2,12,8,70,-7,-4,1029,NW,4.92,0,0
18538,2012,2,12,9,77,-8,-2,1030,NW,8.05,0,0
18540,2012,2,12,11,113,-9,-1,1029,SE,1.79,0,0
18543,2012,2,12,14,104,-8,1,1024,NE,1.79,0,0
18544,2012,2,12,15,106,-9,0,1023,cv,0.89,0,0
18545,2012,2,12,16,105,-9,0,1024,cv,1.78,0,0
18547,2012,2,12,18,112,-9,0,1024,SE,1.79,0,0
18549,2012,2,12,20,134,-9,-4,1024,NE,0.89,0,0
18550,2012,2,12,21,143,-8,-3,1024,SE,0.89,0,0
18552,2012,2,12,23,149,-8,-4,1025,cv,1.78,0,0
18553,2012,2,13,0,170,-11,-7,1024,NW,3.13,0,0
18554,2012,2,13,1,183,-10,-6,1024,cv,0.89,0,0
18555,2012,2,13,2,175,-12,-8,1024,cv,1.78,0,0
18557,2012,2,13,4,145,-11,-7,1023,NW,3.58,0,0
18559,2012,2,13,6,163,-10,-6,1024,NW,6.26,0,0
18561,2012,2,13,8,170,-9,-4,1025,NW,11.18,0,0
18562,2012,2,13,9,182,-9,-2,1025,NW,12.97,0,0
18564,2012,2,13,11,149,-10,1,1024,NW,1.79,0,0
18567,2012,2,13,14,192,-10,4,1022,SE,3.13,0,0
18568,2012,2,13,15,226,-9,4,1021,SE,6.26,0,0
18570,2012,2,13,17,224,-9,2,1021,cv,0.89,0,0
18571,2012,2,13,18,228,-9,1,1021,SE,0.89,0,0
18572,2012,2,13,19,254,-8,-2,1021,SE,1.78,0,0
18573,2012,2,13,20,288,-8,-2,1021,SE,2.67,0,0
18579,2012,2,14,2,327,-9,-6,1023,NW,3.13,0,0
18581,2012,2,14,4,248,-9,-5,1024,NW,11.17,0,0
18582,2012,2,14,5,235,-8,-3,1024,NW,16.98,0,0
18583,2012,2,14,6,236,-11,-2,1025,NW,21,0,0
18584,2012,2,14,7,151,-13,-3,1026,NW,25.02,0,0
18587,2012,2,14,10,16,-19,1,1028,NE,4.92,0,0
18588,2012,2,14,11,16,-20,2,1028,NE,8.94,0,0
18589,2012,2,14,12,15,-22,5,1028,NW,5.81,0,0
18590,2012,2,14,13,22,-26,4,1027,NW,12.96,0,0
18591,2012,2,14,14,25,-24,3,1027,NE,4.02,0,0
18592,2012,2,14,15,26,-23,4,1027,NE,5.81,0,0
18593,2012,2,14,16,23,-24,3,1027,SE,1.79,0,0
18594,2012,2,14,17,24,-24,3,1028,SE,3.58,0,0
18595,2012,2,14,18,25,-21,-2,1028,SE,4.47,0,0
18596,2012,2,14,19,22,-20,-2,1029,NE,0.89,0,0
18597,2012,2,14,20,38,-22,-6,1029,NE,2.68,0,0
18598,2012,2,14,21,57,-22,-1,1030,NW,3.13,0,0
18599,2012,2,14,22,41,-21,-4,1030,NE,1.79,0,0
18600,2012,2,14,23,71,-16,-5,1030,SE,3.13,0,0
18602,2012,2,15,1,129,-9,-6,1031,SE,6.71,0,0
18603,2012,2,15,2,149,-9,-6,1031,SE,9.84,0,0
18604,2012,2,15,3,132,-9,-6,1031,SE,12.97,0,0
18605,2012,2,15,4,97,-10,-6,1031,SE,14.76,0,0
18606,2012,2,15,5,83,-10,-7,1031,SE,15.65,0,0
18607,2012,2,15,6,78,-13,-10,1031,NE,0.89,0,0
18608,2012,2,15,7,92,-11,-9,1031,NE,1.78,0,0
18613,2012,2,15,12,113,-10,0,1028,cv,3.57,0,0
18614,2012,2,15,13,138,-10,1,1026,SE,1.79,0,0
18616,2012,2,15,15,134,-10,2,1025,SE,4.02,0,0
18618,2012,2,15,17,118,-10,2,1025,cv,1.79,0,0
18619,2012,2,15,18,114,-11,0,1025,cv,2.68,0,0
18620,2012,2,15,19,126,-9,-2,1026,SE,1.79,0,0
18621,2012,2,15,20,133,-11,-4,1027,NE,1.79,0,0
18622,2012,2,15,21,145,-9,-2,1028,NW,3.13,0,0
18623,2012,2,15,22,163,-19,-2,1030,NW,8.94,0,0
18625,2012,2,16,0,4,-20,-3,1031,NW,20.11,0,0
18628,2012,2,16,3,12,-20,-4,1030,NW,33.08,0,0
18629,2012,2,16,4,11,-20,-4,1030,NW,36.21,0,0
18632,2012,2,16,7,9,-20,-5,1031,NW,44.26,0,0
18633,2012,2,16,8,12,-19,-2,1031,NW,49.18,0,0
18634,2012,2,16,9,17,-19,-1,1032,NW,54.1,0,0
18635,2012,2,16,10,15,-21,0,1031,NW,61.25,0,0
18637,2012,2,16,12,17,-22,2,1030,NW,71.98,0,0
18638,2012,2,16,13,11,-23,2,1029,NW,76.9,0,0
18639,2012,2,16,14,15,-22,3,1028,NW,80.92,0,0
18640,2012,2,16,15,18,-22,2,1028,NW,88.07,0,0
18641,2012,2,16,16,18,-22,1,1028,NW,95.22,0,0
18644,2012,2,16,19,16,-20,-3,1029,NW,115.33,0,0
18645,2012,2,16,20,13,-20,-3,1030,NW,120.25,0,0
18646,2012,2,16,21,15,-20,-5,1030,NW,125.17,0,0
18648,2012,2,16,23,20,-19,-4,1030,NW,133.22,0,0
18649,2012,2,17,0,7,-19,-4,1030,NW,136.35,0,0
18650,2012,2,17,1,8,-21,-8,1030,NW,140.37,0,0
18653,2012,2,17,4,12,-21,-7,1031,NW,156.02,0,0
18654,2012,2,17,5,11,-22,-7,1032,NW,161.83,0,0
18656,2012,2,17,7,10,-23,-8,1033,NW,178.82,0,0
18660,2012,2,17,11,18,-23,-2,1034,NW,223.97,0,0
18661,2012,2,17,12,19,-23,-1,1033,NW,235.15,0,0
18662,2012,2,17,13,26,-22,0,1032,NW,246.33,0,0
18663,2012,2,17,14,16,-24,1,1032,NW,257.51,0,0
18665,2012,2,17,16,15,-25,0,1032,NW,277.63,0,0
18666,2012,2,17,17,13,-22,-1,1031,NW,286.57,0,0
18667,2012,2,17,18,9,-21,-2,1032,NW,294.62,0,0
18668,2012,2,17,19,8,-21,-3,1033,NW,302.67,0,0
18669,2012,2,17,20,11,-21,-4,1033,NW,307.59,0,0
18670,2012,2,17,21,10,-20,-5,1034,NW,313.4,0,0
18671,2012,2,17,22,18,-20,-4,1034,NW,322.34,0,0
18672,2012,2,17,23,18,-20,-4,1034,NW,331.28,0,0
18673,2012,2,18,0,14,-21,-5,1034,NW,338.43,0,0
18674,2012,2,18,1,16,-21,-5,1034,NW,344.24,0,0
18675,2012,2,18,2,12,-22,-7,1035,cv,0.89,0,0
18677,2012,2,18,4,8,-22,-9,1034,NW,6.26,0,0
18679,2012,2,18,6,8,-22,-10,1035,NW,12.07,0,0
18681,2012,2,18,8,17,-20,-7,1035,NW,21.01,0,0
18682,2012,2,18,9,30,-21,-5,1035,NW,25.93,0,0
18684,2012,2,18,11,23,-20,0,1032,NW,5.81,0,0
18687,2012,2,18,14,26,-22,3,1028,NW,24.58,0,0
18693,2012,2,18,20,52,-20,-1,1027,NW,3.13,0,0
18694,2012,2,18,21,59,-19,-3,1028,cv,0.89,0,0
18695,2012,2,18,22,74,-19,-5,1028,cv,1.78,0,0
18696,2012,2,18,23,90,-18,-3,1028,cv,2.67,0,0
18697,2012,2,19,0,109,-18,-3,1028,NW,1.79,0,0
18698,2012,2,19,1,105,-19,-7,1028,NW,6.71,0,0
18699,2012,2,19,2,98,-19,-6,1027,cv,0.89,0,0
18700,2012,2,19,3,91,-20,-8,1027,NW,1.79,0,0
18701,2012,2,19,4,99,-19,-10,1027,SE,0.89,0,0
18703,2012,2,19,6,91,-20,-10,1026,NW,3.58,0,0
18705,2012,2,19,8,84,-17,-7,1027,NW,8.5,0,0
18707,2012,2,19,10,87,-18,-1,1026,cv,0.89,0,0
18708,2012,2,19,11,80,-20,2,1026,NW,1.79,0,0
18709,2012,2,19,12,73,-21,5,1025,NW,3.58,0,0
18711,2012,2,19,14,38,-21,6,1022,cv,3.58,0,0
18712,2012,2,19,15,33,-21,7,1021,cv,5.37,0,0
18714,2012,2,19,17,25,-22,6,1020,SE,8.04,0,0
18716,2012,2,19,19,41,-23,1,1021,SE,13.85,0,0
18717,2012,2,19,20,52,-22,2,1021,SE,16.98,0,0
18718,2012,2,19,21,64,-19,-3,1021,cv,0.89,0,0
18719,2012,2,19,22,64,-18,-3,1021,cv,1.78,0,0
18721,2012,2,20,0,65,-18,-4,1021,cv,3.56,0,0
18722,2012,2,20,1,81,-19,-7,1021,NE,1.79,0,0
18723,2012,2,20,2,113,-19,-9,1021,NE,2.68,0,0
18725,2012,2,20,4,162,-17,-9,1021,NW,2.68,0,0
18727,2012,2,20,6,129,-18,-9,1021,NW,8.94,0,0
18729,2012,2,20,8,99,-16,-8,1021,NW,12.52,0,0
18730,2012,2,20,9,94,-16,-1,1022,cv,0.89,0,0
18731,2012,2,20,10,85,-19,1,1022,cv,2.68,0,0
18732,2012,2,20,11,110,-19,3,1022,cv,4.47,0,0
18733,2012,2,20,12,139,-21,6,1020,SE,1.79,0,0
18735,2012,2,20,14,127,-20,8,1019,SE,1.79,0,0
18736,2012,2,20,15,129,-18,8,1019,SE,3.58,0,0
18738,2012,2,20,17,145,-15,7,1018,SE,7.16,0,0
18740,2012,2,20,19,236,-15,1,1020,SE,8.94,0,0
18741,2012,2,20,20,254,-12,-2,1020,SE,10.73,0,0
18742,2012,2,20,21,260,-9,-1,1021,SE,12.52,0,0
18745,2012,2,21,0,93,-12,-2,1022,cv,0.89,0,0
18746,2012,2,21,1,75,-12,-2,1023,cv,1.34,0,0
18747,2012,2,21,2,73,-12,-4,1023,cv,2.23,0,0
18748,2012,2,21,3,68,-13,-6,1023,cv,3.12,0,0
18750,2012,2,21,5,82,-12,-6,1022,cv,0.89,0,0
18753,2012,2,21,8,117,-11,-3,1022,NW,3.58,0,0
18754,2012,2,21,9,125,-11,-1,1022,NW,5.37,0,0
18756,2012,2,21,11,103,-13,2,1021,cv,0.89,0,0
18758,2012,2,21,13,117,-11,4,1020,SE,1.79,0,0
18759,2012,2,21,14,140,-11,4,1018,SE,3.58,0,0
18760,2012,2,21,15,151,-11,4,1017,SE,6.71,0,0
18763,2012,2,21,18,162,-11,1,1018,SE,13.42,0,0
18764,2012,2,21,19,134,-10,0,1018,cv,0.89,0,0
18765,2012,2,21,20,138,-10,-2,1018,cv,1.34,0,0
18767,2012,2,21,22,172,-6,-2,1018,SE,4.92,0,0
18768,2012,2,21,23,151,-5,-3,1018,SE,5.81,0,0
18769,2012,2,22,0,141,-6,-4,1018,NE,0.89,0,0
18772,2012,2,22,3,158,-5,-2,1016,cv,0.89,0,0
18775,2012,2,22,6,173,-3,-1,1015,NW,4.92,0,0
18776,2012,2,22,7,174,-3,-1,1014,cv,0.89,0,0
18777,2012,2,22,8,183,-2,0,1014,NW,0.89,0,0
18778,2012,2,22,9,178,-2,0,1015,cv,0.45,0,0
18779,2012,2,22,10,193,-4,0,1014,NE,1.79,0,0
18781,2012,2,22,12,206,-3,1,1013,NE,1.79,0,0
18782,2012,2,22,13,203,-3,2,1012,cv,1.79,0,0
18784,2012,2,22,15,219,-4,4,1012,cv,3.57,0,0
18786,2012,2,22,17,240,-5,2,1013,NW,3.58,0,0
18787,2012,2,22,18,241,-4,2,1014,NW,6.71,0,0
18788,2012,2,22,19,248,-8,4,1017,NE,4.02,0,0
18791,2012,2,22,22,16,-14,3,1022,NW,16.98,0,0
18793,2012,2,23,0,16,-14,-2,1025,NW,24.13,0,0
18794,2012,2,23,1,11,-14,-1,1025,NW,29.05,0,0
18795,2012,2,23,2,11,-14,-2,1026,NE,1.79,0,0
18796,2012,2,23,3,16,-15,-7,1027,NW,4.92,0,0
18798,2012,2,23,5,9,-15,-4,1027,NE,4.92,0,0
18803,2012,2,23,10,20,-17,1,1028,NE,30.41,0,0
18804,2012,2,23,11,20,-17,2,1028,NE,33.54,0,0
18805,2012,2,23,12,18,-18,3,1027,NE,36.67,0,0
18806,2012,2,23,13,15,-19,5,1026,NW,1.79,0,0
18807,2012,2,23,14,19,-19,5,1025,cv,1.79,0,0
18808,2012,2,23,15,20,-20,6,1024,cv,3.58,0,0
18809,2012,2,23,16,20,-20,6,1024,SE,4.02,0,0
18813,2012,2,23,20,33,-16,1,1025,SE,16.98,0,0
18814,2012,2,23,21,57,-14,-2,1025,SE,18.77,0,0
18815,2012,2,23,22,70,-14,-3,1025,SE,21.9,0,0
18816,2012,2,23,23,81,-13,-2,1025,SE,23.69,0,0
18818,2012,2,24,1,78,-11,-3,1025,SE,28.61,0,0
18820,2012,2,24,3,79,-11,-4,1024,SE,32.19,0,0
18822,2012,2,24,5,99,-9,-3,1023,SE,37.11,0,0
18824,2012,2,24,7,103,-9,-4,1024,NE,0.89,0,0
18825,2012,2,24,8,98,-9,-3,1024,NE,2.68,0,0
18827,2012,2,24,10,102,-9,-2,1025,cv,1.78,0,0
18829,2012,2,24,12,126,-10,1,1024,NW,1.79,0,0
18832,2012,2,24,15,119,-11,5,1021,cv,1.78,0,0
18833,2012,2,24,16,134,-11,5,1021,SE,3.13,0,0
18835,2012,2,24,18,153,-12,4,1023,NW,5.81,0,0
18836,2012,2,24,19,149,-12,1,1024,NW,7.6,0,0
18838,2012,2,24,21,11,-15,0,1027,NW,4.92,0,0
18839,2012,2,24,22,15,-15,-1,1029,NW,9.84,0,0
18842,2012,2,25,1,10,-15,-1,1029,NW,23.7,0,0
18844,2012,2,25,3,6,-16,-3,1031,NW,33.53,0,0
18845,2012,2,25,4,17,-18,-3,1032,NW,39.34,0,0
18846,2012,2,25,5,19,-19,-4,1032,NW,44.26,0,0
18847,2012,2,25,6,13,-19,-6,1033,NW,48.28,0,0
18848,2012,2,25,7,16,-18,-7,1033,NW,52.3,0,0
18850,2012,2,25,9,21,-18,-2,1034,NW,60.34,0,0
18852,2012,2,25,11,21,-21,0,1033,NW,68.38,0,0
18854,2012,2,25,13,21,-21,3,1031,NW,76.42,0,0
18857,2012,2,25,16,20,-21,3,1029,NE,1.79,0,0
18858,2012,2,25,17,25,-21,2,1028,NE,3.58,0,0
18860,2012,2,25,19,42,-19,2,1029,SE,3.13,0,0
18861,2012,2,25,20,41,-19,1,1030,SE,6.26,0,0
18862,2012,2,25,21,36,-17,0,1029,SE,8.05,0,0
18863,2012,2,25,22,44,-19,1,1030,SE,11.18,0,0
18864,2012,2,25,23,49,-20,0,1030,SE,14.31,0,0
18865,2012,2,26,0,62,-17,-1,1030,SE,15.2,0,0
18866,2012,2,26,1,70,-18,-5,1030,NW,0.89,0,0
18867,2012,2,26,2,78,-16,-5,1030,NW,4.02,0,0
18868,2012,2,26,3,108,-17,-6,1030,NW,7.15,0,0
18869,2012,2,26,4,139,-16,-7,1030,NW,8.94,0,0
18870,2012,2,26,5,73,-16,-7,1030,NW,12.07,0,0
18871,2012,2,26,6,34,-16,-5,1030,NE,1.79,0,0
18875,2012,2,26,10,46,-17,2,1031,NE,4.92,0,0
18876,2012,2,26,11,30,-18,3,1030,cv,1.79,0,0
18877,2012,2,26,12,24,-18,5,1030,cv,3.58,0,0
18879,2012,2,26,14,22,-19,6,1027,NW,3.58,0,0
18880,2012,2,26,15,33,-19,6,1026,NW,5.37,0,0
18881,2012,2,26,16,41,-19,6,1026,cv,3.13,0,0
18882,2012,2,26,17,47,-18,5,1026,SE,3.13,0,0
18884,2012,2,26,19,42,-17,1,1027,SE,6.71,0,0
18885,2012,2,26,20,59,-16,1,1028,SE,8.5,0,0
18886,2012,2,26,21,83,-15,-1,1028,SE,10.29,0,0
18887,2012,2,26,22,111,-17,0,1028,SE,13.42,0,0
18888,2012,2,26,23,140,-14,-3,1028,SE,15.21,0,0
18889,2012,2,27,0,139,-12,-2,1028,SE,19.23,0,0
18890,2012,2,27,1,161,-12,-3,1028,SE,21.02,0,0
18892,2012,2,27,3,133,-9,-3,1027,SE,24.6,0,0
18893,2012,2,27,4,127,-10,-5,1027,SE,25.49,0,0
18894,2012,2,27,5,134,-9,-5,1027,cv,0.89,0,0
18895,2012,2,27,6,155,-9,-6,1027,NE,0.89,0,0
18896,2012,2,27,7,172,-10,-8,1027,NE,1.78,0,0
18897,2012,2,27,8,191,-7,-5,1028,SE,1.79,0,0
